id,outliers
599,36.19361
600,32.788887
601,35.71221
602,17.15283
603,74.11096
604,42.138935
605,60.45119
606,16.518435
607,30.612528
608,56.141308
609,30.951366
610,18.764385
611,10.098618
612,13.504268
613,46.18779
614,33.65144
615,19.34729
616,30.491402
617,28.130354
618,25.388977
619,9.488203
620,22.490162
621,49.357365
622,15.03167
623,9.7046175
624,33.680824
625,17.713734
626,59.2203
627,21.299683
628,41.363712
629,26.430805
630,47.11766
631,10.769078
632,50.777603
633,56.09733
634,13.618634
635,27.24302
636,26.562418
637,18.321342
638,34.225918
639,21.271778
640,37.198914
641,17.100115
642,18.461075
643,23.738499
644,22.240215
645,15.711702
646,27.795069
647,21.411964
648,66.21532
649,12.066398
650,37.54682
651,23.250238
652,28.749557
653,68.332344
654,12.385494
655,33.23776
656,40.142693
657,31.565132
658,44.05011
659,11.882566
660,29.591763
661,31.963354
662,51.156227
663,13.208959
664,7.9881983
665,26.450459
666,12.851946
667,25.159004
668,16.440544
669,23.434843
670,41.271584
671,14.98126
672,22.7671
673,33.566956
674,36.142048
675,22.042274
676,32.443455
677,16.189625
678,10.764248
679,7.771948
680,20.618025
681,12.316769
682,27.883879
683,9.216837
684,36.293182
685,23.43544
686,7.146546
687,57.864197
688,61.902924
689,10.940006
690,14.700015
691,15.503031
692,8.787083
693,14.779779
694,26.232014
695,29.537628
696,16.513432
697,33.638493
698,32.59454
699,26.169668
700,31.029625
701,8.792872
702,28.394522
703,17.76043
704,18.492214
705,99.668304
706,39.22236
707,23.021523
708,17.630459
709,11.487928
710,31.181143
711,30.988285
712,14.145641
713,38.809517
714,21.426453
715,9.176863
716,43.276985
717,16.134546
718,7.9466534
719,31.850052
720,14.171719
721,64.6092
722,14.287451
723,12.732081
724,27.357386
725,13.008684
726,15.145082
727,18.0157
728,14.168899
729,19.11834
730,42.352222
731,17.977844
732,20.970964
733,23.067324
734,20.451885
735,56.07176
736,7.907436
737,14.163997
738,16.463467
739,30.71648
740,46.607357
741,35.790825
742,23.93914
743,13.84852
744,16.321526
745,58.17424
746,38.253475
747,24.867353
748,25.732895
749,36.262367
750,58.716587
751,28.449745
752,29.246395
753,21.888315
754,15.901797
755,8.77685
756,27.518696
757,16.779362
758,12.783087
759,16.663776
760,58.130524
761,33.8401
762,20.016813
763,23.261408
764,14.232128
765,46.34987
766,16.98414
767,21.749037
768,7.156113
769,8.088995
770,15.871457
771,45.06966
772,5.1486683
773,13.469723
774,33.585514
775,22.014713
776,9.135004
777,17.92625
778,16.931602
779,8.004963
780,10.591248
781,15.402571
782,25.109856
783,12.297364
784,16.58503
785,30.324972
786,19.958073
787,8.880135
788,31.093096
789,32.58293
790,16.80727
791,12.231332
792,42.20168
793,32.86791
794,22.567102
795,9.844484
796,8.508385
797,9.355154
798,17.481237
799,25.978043
800,11.376097
801,28.335701
802,25.123268
803,39.61718
804,18.718822
805,36.19641
806,8.442053
807,40.495544
808,22.797783
809,55.5758
810,15.383921
811,23.249226
812,12.520367
813,26.945469
814,20.55051
815,81.612335
816,17.28918
817,14.195007
818,18.979963
819,9.531441
820,18.949612
821,18.770123
822,25.61561
823,26.007095
824,28.091196
825,10.591949
826,26.114967
827,16.662287
828,14.190119
829,33.556747
830,14.79253
831,37.848774
832,10.477074
833,62.19362
834,10.110743
835,28.48971
836,10.939583
837,9.35728
838,13.920897
839,17.877504
840,11.962469
841,36.75449
842,23.560707
843,10.718502
844,18.6941
845,21.989944
846,13.428404
847,51.921135
848,25.069424
849,23.618681
850,24.79842
851,19.046574
852,24.474783
853,17.372635
854,24.637999
855,42.90441
856,21.091705
857,30.55383
858,29.992971
859,64.79095
860,25.199318
861,29.164812
862,17.66736
863,34.6339
864,10.827255
865,19.068916
866,25.59583
867,8.357208
868,24.962517
869,12.323559
870,17.166832
871,14.172623
872,15.760055
873,43.32737
874,10.729734
875,26.860403
876,15.267038
877,15.634857
878,56.880928
879,14.723644
880,56.14715
881,11.104124
882,9.57279
883,75.7181
884,8.930833
885,16.772831
886,22.342747
887,27.567451
888,22.076305
889,22.916513
890,20.342934
891,61.034237
892,20.340221
893,21.416388
894,54.7952
895,16.01931
896,31.471714
897,21.337269
898,38.33647
899,19.191414
900,45.78528
901,14.848688
902,42.617554
903,10.291555
904,17.228554
905,35.58547
906,29.686432
907,30.177116
908,36.094868
909,12.275202
910,32.94277
911,12.89636
912,15.665855
913,13.406212
914,40.894665
915,20.266186
916,41.201157
917,17.956215
918,14.40445
919,10.383589
920,15.499264
921,17.069672
922,9.5618
923,8.964724
924,22.573957
925,27.53102
926,10.361674
927,40.840557
928,14.158968
929,23.923525
930,19.290369
931,17.538614
932,57.920536
933,6.4339952
934,19.452168
935,81.54349
936,23.402695
937,22.097546
938,23.3825
939,7.6127963
940,17.897343
941,32.646103
942,18.159454
943,56.07107
944,36.54076
945,19.675045
946,40.638382
947,15.428139
948,27.235664
949,39.884083
950,30.87508
951,15.563516
952,20.757793
953,24.458057
954,83.62868
955,33.344826
956,34.189785
957,37.188255
958,19.390305
959,21.194279
960,13.09196
961,25.70538
962,7.8346505
963,15.060043
964,6.3166423
965,46.940033
966,41.83539
967,13.906708
968,17.293882
969,57.98251
970,28.143223
971,21.393871
972,15.263333
973,21.304298
974,18.92905
975,63.541954
976,19.312334
977,19.153831
978,20.423384
979,35.561142
980,23.137604
981,40.073776
982,14.299178
983,34.90187
984,24.612757
985,11.929657
986,29.499977
987,37.697227
988,25.519943
989,16.26984
990,28.641172
991,5.8858495
992,14.550789
993,67.9184
994,63.15392
995,35.31694
996,8.044257
997,66.49662
998,18.333109
999,54.463387
